Loaded dataset with 291742 molecules from pretraining_data/drugs
epoch 089 step 00900/4559 ( 19.7%) lr 1.35093e-05
epoch 089 step 00950/4559 ( 20.8%) lr 1.34873e-05
epoch 089 step 01000/4559 ( 21.9%) lr 1.34635e-05
epoch 089 step 01050/4559 ( 23.0%) lr 1.34415e-05
epoch 089 step 01100/4559 ( 24.1%) lr 1.34178e-05
epoch 089 step 01150/4559 ( 25.2%) lr 1.33959e-05
epoch 089 step 01200/4559 ( 26.3%) lr 1.33722e-05
epoch 089 step 01250/4559 ( 27.4%) lr 1.33503e-05
epoch 089 step 01300/4559 ( 28.5%) lr 1.33266e-05
epoch 089 step 01350/4559 ( 29.6%) lr 1.33048e-05
epoch 089 step 01400/4559 ( 30.7%) lr 1.32811e-05
epoch 089 step 01450/4559 ( 31.8%) lr 1.32593e-05
epoch 089 step 01500/4559 ( 32.9%) lr 1.32358e-05
epoch 089 step 01550/4559 ( 34.0%) lr 1.3214e-05
epoch 089 step 01600/4559 ( 35.1%) lr 1.31905e-05
epoch 089 step 01650/4559 ( 36.2%) lr 1.31687e-05
epoch 089 step 01700/4559 ( 37.3%) lr 1.31452e-05
epoch 089 step 01750/4559 ( 38.4%) lr 1.31236e-05
epoch 089 step 01800/4559 ( 39.5%) lr 1.31001e-05
epoch 089 step 01850/4559 ( 40.6%) lr 1.30784e-05
epoch 089 step 01900/4559 ( 41.7%) lr 1.3055e-05
epoch 089 step 01950/4559 ( 42.8%) lr 1.30334e-05
epoch 089 step 02000/4559 ( 43.9%) lr 1.301e-05
epoch 089 step 02050/4559 ( 45.0%) lr 1.29885e-05
epoch 089 step 02100/4559 ( 46.1%) lr 1.29651e-05
epoch 089 step 02150/4559 ( 47.2%) lr 1.29436e-05
epoch 089 step 02200/4559 ( 48.3%) lr 1.29203e-05
epoch 089 step 02250/4559 ( 49.4%) lr 1.28988e-05
epoch 089 step 02300/4559 ( 50.4%) lr 1.28756e-05
epoch 089 step 02350/4559 ( 51.5%) lr 1.28541e-05
epoch 089 step 02400/4559 ( 52.6%) lr 1.28309e-05
epoch 089 step 02450/4559 ( 53.7%) lr 1.28095e-05
epoch 089 step 02500/4559 ( 54.8%) lr 1.27863e-05
epoch 089 step 02550/4559 ( 55.9%) lr 1.2765e-05
epoch 089 step 02600/4559 ( 57.0%) lr 1.27418e-05
epoch 089 step 02650/4559 ( 58.1%) lr 1.27205e-05
epoch 089 step 02700/4559 ( 59.2%) lr 1.26974e-05
epoch 089 step 02750/4559 ( 60.3%) lr 1.26761e-05
epoch 089 step 02800/4559 ( 61.4%) lr 1.26531e-05
epoch 089 step 02850/4559 ( 62.5%) lr 1.26318e-05
epoch 089 step 02900/4559 ( 63.6%) lr 1.26088e-05
epoch 089 step 02950/4559 ( 64.7%) lr 1.25876e-05
epoch 089 step 03000/4559 ( 65.8%) lr 1.25647e-05
epoch 089 step 03050/4559 ( 66.9%) lr 1.25435e-05
epoch 089 step 03100/4559 ( 68.0%) lr 1.25206e-05
epoch 089 step 03150/4559 ( 69.1%) lr 1.24994e-05
epoch 089 step 03200/4559 ( 70.2%) lr 1.24766e-05
epoch 089 step 03250/4559 ( 71.3%) lr 1.24555e-05
epoch 089 step 03300/4559 ( 72.4%) lr 1.24326e-05
epoch 089 step 03350/4559 ( 73.5%) lr 1.24116e-05
epoch 089 step 03400/4559 ( 74.6%) lr 1.23888e-05
epoch 089 step 03450/4559 ( 75.7%) lr 1.23678e-05
epoch 089 step 03500/4559 ( 76.8%) lr 1.2345e-05
epoch 089 step 03550/4559 ( 77.9%) lr 1.2324e-05
epoch 089 step 03600/4559 ( 79.0%) lr 1.23013e-05
epoch 089 step 03650/4559 ( 80.1%) lr 1.22804e-05
epoch 089 step 03700/4559 ( 81.2%) lr 1.22577e-05
epoch 089 step 03750/4559 ( 82.3%) lr 1.22368e-05
epoch 089 step 03800/4559 ( 83.4%) lr 1.22142e-05
epoch 089 step 03850/4559 ( 84.4%) lr 1.21933e-05
epoch 089 step 03900/4559 ( 85.5%) lr 1.21707e-05
epoch 089 step 03950/4559 ( 86.6%) lr 1.21499e-05
epoch 089 step 04000/4559 ( 87.7%) lr 1.21274e-05
epoch 089 step 04050/4559 ( 88.8%) lr 1.21066e-05
epoch 089 step 04100/4559 ( 89.9%) lr 1.20841e-05
epoch 089 step 04150/4559 ( 91.0%) lr 1.20633e-05
epoch 089 step 04200/4559 ( 92.1%) lr 1.20409e-05
epoch 089 step 04250/4559 ( 93.2%) lr 1.20202e-05
epoch 089 step 04300/4559 ( 94.3%) lr 1.19978e-05
epoch 089 step 04350/4559 ( 95.4%) lr 1.19771e-05
epoch 089 step 04400/4559 ( 96.5%) lr 1.19547e-05
epoch 089 step 04450/4559 ( 97.6%) lr 1.19341e-05
epoch 089 step 04500/4559 ( 98.7%) lr 1.19118e-05
epoch 089 step 04550/4559 ( 99.8%) lr 1.18912e-05
epoch 089 step 04559/4559 (100.0%) lr 1.1886e-05
epoch 089 loss 0.0032 time 1246.4s
epoch 090 step 00050/4559 (  1.1%) lr 1.18654e-05
epoch 090 step 00100/4559 (  2.2%) lr 1.18432e-05
epoch 090 step 00150/4559 (  3.3%) lr 1.18227e-05
epoch 090 step 00200/4559 (  4.4%) lr 1.18004e-05
epoch 090 step 00250/4559 (  5.5%) lr 1.17799e-05
epoch 090 step 00300/4559 (  6.6%) lr 1.17578e-05
epoch 090 step 00350/4559 (  7.7%) lr 1.17373e-05
epoch 090 step 00400/4559 (  8.8%) lr 1.17152e-05
epoch 090 step 00450/4559 (  9.9%) lr 1.16948e-05
epoch 090 step 00500/4559 ( 11.0%) lr 1.16727e-05
epoch 090 step 00550/4559 ( 12.1%) lr 1.16523e-05
epoch 090 step 00600/4559 ( 13.2%) lr 1.16303e-05
epoch 090 step 00650/4559 ( 14.3%) lr 1.16099e-05
epoch 090 step 00700/4559 ( 15.4%) lr 1.15879e-05
epoch 090 step 00750/4559 ( 16.5%) lr 1.15676e-05
epoch 090 step 00800/4559 ( 17.5%) lr 1.15457e-05
epoch 090 step 00850/4559 ( 18.6%) lr 1.15254e-05
epoch 090 step 00900/4559 ( 19.7%) lr 1.15035e-05
epoch 090 step 00950/4559 ( 20.8%) lr 1.14833e-05
epoch 090 step 01000/4559 ( 21.9%) lr 1.14614e-05
epoch 090 step 01050/4559 ( 23.0%) lr 1.14412e-05
epoch 090 step 01100/4559 ( 24.1%) lr 1.14194e-05
epoch 090 step 01150/4559 ( 25.2%) lr 1.13992e-05
epoch 090 step 01200/4559 ( 26.3%) lr 1.13774e-05
epoch 090 step 01250/4559 ( 27.4%) lr 1.13573e-05
epoch 090 step 01300/4559 ( 28.5%) lr 1.13356e-05
epoch 090 step 01350/4559 ( 29.6%) lr 1.13155e-05
epoch 090 step 01400/4559 ( 30.7%) lr 1.12938e-05
epoch 090 step 01450/4559 ( 31.8%) lr 1.12738e-05
epoch 090 step 01500/4559 ( 32.9%) lr 1.12521e-05
epoch 090 step 01550/4559 ( 34.0%) lr 1.12321e-05
epoch 090 step 01600/4559 ( 35.1%) lr 1.12105e-05
epoch 090 step 01650/4559 ( 36.2%) lr 1.11906e-05
epoch 090 step 01700/4559 ( 37.3%) lr 1.1169e-05
epoch 090 step 01750/4559 ( 38.4%) lr 1.11491e-05
epoch 090 step 01800/4559 ( 39.5%) lr 1.11275e-05
epoch 090 step 01850/4559 ( 40.6%) lr 1.11077e-05
epoch 090 step 01900/4559 ( 41.7%) lr 1.10862e-05
epoch 090 step 01950/4559 ( 42.8%) lr 1.10663e-05
epoch 090 step 02000/4559 ( 43.9%) lr 1.10449e-05
epoch 090 step 02050/4559 ( 45.0%) lr 1.10251e-05
epoch 090 step 02100/4559 ( 46.1%) lr 1.10037e-05
epoch 090 step 02150/4559 ( 47.2%) lr 1.09839e-05
epoch 090 step 02200/4559 ( 48.3%) lr 1.09626e-05
epoch 090 step 02250/4559 ( 49.4%) lr 1.09429e-05
epoch 090 step 02300/4559 ( 50.4%) lr 1.09215e-05
epoch 090 step 02350/4559 ( 51.5%) lr 1.09019e-05
epoch 090 step 02400/4559 ( 52.6%) lr 1.08806e-05
epoch 090 step 02450/4559 ( 53.7%) lr 1.08609e-05
epoch 090 step 02500/4559 ( 54.8%) lr 1.08397e-05
epoch 090 step 02550/4559 ( 55.9%) lr 1.08201e-05
epoch 090 step 02600/4559 ( 57.0%) lr 1.07989e-05
epoch 090 step 02650/4559 ( 58.1%) lr 1.07794e-05
epoch 090 step 02700/4559 ( 59.2%) lr 1.07582e-05
epoch 090 step 02750/4559 ( 60.3%) lr 1.07387e-05
epoch 090 step 02800/4559 ( 61.4%) lr 1.07176e-05
epoch 090 step 02850/4559 ( 62.5%) lr 1.06981e-05
epoch 090 step 02900/4559 ( 63.6%) lr 1.0677e-05
epoch 090 step 02950/4559 ( 64.7%) lr 1.06576e-05
epoch 090 step 03000/4559 ( 65.8%) lr 1.06366e-05
epoch 090 step 03050/4559 ( 66.9%) lr 1.06172e-05
epoch 090 step 03100/4559 ( 68.0%) lr 1.05962e-05
epoch 090 step 03150/4559 ( 69.1%) lr 1.05768e-05
epoch 090 step 03200/4559 ( 70.2%) lr 1.05559e-05
epoch 090 step 03250/4559 ( 71.3%) lr 1.05366e-05
epoch 090 step 03300/4559 ( 72.4%) lr 1.05157e-05
epoch 090 step 03350/4559 ( 73.5%) lr 1.04964e-05
epoch 090 step 03400/4559 ( 74.6%) lr 1.04755e-05
epoch 090 step 03450/4559 ( 75.7%) lr 1.04563e-05
epoch 090 step 03500/4559 ( 76.8%) lr 1.04355e-05
epoch 090 step 03550/4559 ( 77.9%) lr 1.04163e-05
epoch 090 step 03600/4559 ( 79.0%) lr 1.03955e-05
epoch 090 step 03650/4559 ( 80.1%) lr 1.03763e-05
epoch 090 step 03700/4559 ( 81.2%) lr 1.03556e-05
epoch 090 step 03750/4559 ( 82.3%) lr 1.03365e-05
epoch 090 step 03800/4559 ( 83.4%) lr 1.03158e-05
epoch 090 step 03850/4559 ( 84.4%) lr 1.02967e-05
epoch 090 step 03900/4559 ( 85.5%) lr 1.02761e-05
epoch 090 step 03950/4559 ( 86.6%) lr 1.0257e-05
epoch 090 step 04000/4559 ( 87.7%) lr 1.02364e-05
epoch 090 step 04050/4559 ( 88.8%) lr 1.02174e-05
epoch 090 step 04100/4559 ( 89.9%) lr 1.01969e-05
epoch 090 step 04150/4559 ( 91.0%) lr 1.01779e-05
epoch 090 step 04200/4559 ( 92.1%) lr 1.01574e-05
epoch 090 step 04250/4559 ( 93.2%) lr 1.01385e-05
epoch 090 step 04300/4559 ( 94.3%) lr 1.0118e-05
epoch 090 step 04350/4559 ( 95.4%) lr 1.00991e-05
epoch 090 step 04400/4559 ( 96.5%) lr 1.00787e-05
epoch 090 step 04450/4559 ( 97.6%) lr 1.00598e-05
epoch 090 step 04500/4559 ( 98.7%) lr 1.00395e-05
epoch 090 step 04550/4559 ( 99.8%) lr 1.00207e-05
epoch 090 step 04559/4559 (100.0%) lr 1.0016e-05
epoch 090 loss 0.0032 time 1167.2s
epoch 091 step 00050/4559 (  1.1%) lr 9.99717e-06
epoch 091 step 00100/4559 (  2.2%) lr 9.97685e-06
epoch 091 step 00150/4559 (  3.3%) lr 9.95811e-06
epoch 091 step 00200/4559 (  4.4%) lr 9.93784e-06
epoch 091 step 00250/4559 (  5.5%) lr 9.91914e-06
epoch 091 step 00300/4559 (  6.6%) lr 9.8989e-06
epoch 091 step 00350/4559 (  7.7%) lr 9.88024e-06
epoch 091 step 00400/4559 (  8.8%) lr 9.86005e-06
epoch 091 step 00450/4559 (  9.9%) lr 9.84143e-06
epoch 091 step 00500/4559 ( 11.0%) lr 9.82128e-06
epoch 091 step 00550/4559 ( 12.1%) lr 9.8027e-06
epoch 091 step 00600/4559 ( 13.2%) lr 9.78259e-06
epoch 091 step 00650/4559 ( 14.3%) lr 9.76405e-06
epoch 091 step 00700/4559 ( 15.4%) lr 9.74398e-06
epoch 091 step 00750/4559 ( 16.5%) lr 9.72548e-06
epoch 091 step 00800/4559 ( 17.5%) lr 9.70546e-06
epoch 091 step 00850/4559 ( 18.6%) lr 9.687e-06
epoch 091 step 00900/4559 ( 19.7%) lr 9.66702e-06
epoch 091 step 00950/4559 ( 20.8%) lr 9.6486e-06
epoch 091 step 01000/4559 ( 21.9%) lr 9.62866e-06
epoch 091 step 01050/4559 ( 23.0%) lr 9.61028e-06
epoch 091 step 01100/4559 ( 24.1%) lr 9.59038e-06
epoch 091 step 01150/4559 ( 25.2%) lr 9.57204e-06
epoch 091 step 01200/4559 ( 26.3%) lr 9.55219e-06
epoch 091 step 01250/4559 ( 27.4%) lr 9.53389e-06
epoch 091 step 01300/4559 ( 28.5%) lr 9.51408e-06
epoch 091 step 01350/4559 ( 29.6%) lr 9.49582e-06
epoch 091 step 01400/4559 ( 30.7%) lr 9.47605e-06
epoch 091 step 01450/4559 ( 31.8%) lr 9.45783e-06
epoch 091 step 01500/4559 ( 32.9%) lr 9.43811e-06
epoch 091 step 01550/4559 ( 34.0%) lr 9.41992e-06
epoch 091 step 01600/4559 ( 35.1%) lr 9.40024e-06
epoch 091 step 01650/4559 ( 36.2%) lr 9.3821e-06
epoch 091 step 01700/4559 ( 37.3%) lr 9.36246e-06
epoch 091 step 01750/4559 ( 38.4%) lr 9.34436e-06
epoch 091 step 01800/4559 ( 39.5%) lr 9.32477e-06
epoch 091 step 01850/4559 ( 40.6%) lr 9.3067e-06
epoch 091 step 01900/4559 ( 41.7%) lr 9.28715e-06
epoch 091 step 01950/4559 ( 42.8%) lr 9.26913e-06
epoch 091 step 02000/4559 ( 43.9%) lr 9.24962e-06
epoch 091 step 02050/4559 ( 45.0%) lr 9.23164e-06
epoch 091 step 02100/4559 ( 46.1%) lr 9.21217e-06
epoch 091 step 02150/4559 ( 47.2%) lr 9.19423e-06
epoch 091 step 02200/4559 ( 48.3%) lr 9.17481e-06
epoch 091 step 02250/4559 ( 49.4%) lr 9.1569e-06
epoch 091 step 02300/4559 ( 50.4%) lr 9.13752e-06
epoch 091 step 02350/4559 ( 51.5%) lr 9.11966e-06
epoch 091 step 02400/4559 ( 52.6%) lr 9.10032e-06
epoch 091 step 02450/4559 ( 53.7%) lr 9.0825e-06
epoch 091 step 02500/4559 ( 54.8%) lr 9.0632e-06
epoch 091 step 02550/4559 ( 55.9%) lr 9.04542e-06
epoch 091 step 02600/4559 ( 57.0%) lr 9.02617e-06
epoch 091 step 02650/4559 ( 58.1%) lr 9.00842e-06
epoch 091 step 02700/4559 ( 59.2%) lr 8.98922e-06
epoch 091 step 02750/4559 ( 60.3%) lr 8.97151e-06
epoch 091 step 02800/4559 ( 61.4%) lr 8.95235e-06
epoch 091 step 02850/4559 ( 62.5%) lr 8.93468e-06
epoch 091 step 02900/4559 ( 63.6%) lr 8.91556e-06
epoch 091 step 02950/4559 ( 64.7%) lr 8.89794e-06
epoch 091 step 03000/4559 ( 65.8%) lr 8.87886e-06
epoch 091 step 03050/4559 ( 66.9%) lr 8.86127e-06
epoch 091 step 03100/4559 ( 68.0%) lr 8.84224e-06
epoch 091 step 03150/4559 ( 69.1%) lr 8.82469e-06
epoch 091 step 03200/4559 ( 70.2%) lr 8.8057e-06
epoch 091 step 03250/4559 ( 71.3%) lr 8.78819e-06
epoch 091 step 03300/4559 ( 72.4%) lr 8.76925e-06
epoch 091 step 03350/4559 ( 73.5%) lr 8.75178e-06
epoch 091 step 03400/4559 ( 74.6%) lr 8.73288e-06
epoch 091 step 03450/4559 ( 75.7%) lr 8.71545e-06
epoch 091 step 03500/4559 ( 76.8%) lr 8.69659e-06
epoch 091 step 03550/4559 ( 77.9%) lr 8.6792e-06
epoch 091 step 03600/4559 ( 79.0%) lr 8.66039e-06
epoch 091 step 03650/4559 ( 80.1%) lr 8.64304e-06
epoch 091 step 03700/4559 ( 81.2%) lr 8.62426e-06
epoch 091 step 03750/4559 ( 82.3%) lr 8.60695e-06
epoch 091 step 03800/4559 ( 83.4%) lr 8.58822e-06
epoch 091 step 03850/4559 ( 84.4%) lr 8.57096e-06
epoch 091 step 03900/4559 ( 85.5%) lr 8.55227e-06
epoch 091 step 03950/4559 ( 86.6%) lr 8.53504e-06
epoch 091 step 04000/4559 ( 87.7%) lr 8.5164e-06
epoch 091 step 04050/4559 ( 88.8%) lr 8.49921e-06
epoch 091 step 04100/4559 ( 89.9%) lr 8.48061e-06
epoch 091 step 04150/4559 ( 91.0%) lr 8.46346e-06
epoch 091 step 04200/4559 ( 92.1%) lr 8.4449e-06
epoch 091 step 04250/4559 ( 93.2%) lr 8.42779e-06
epoch 091 step 04300/4559 ( 94.3%) lr 8.40928e-06
epoch 091 step 04350/4559 ( 95.4%) lr 8.39221e-06
epoch 091 step 04400/4559 ( 96.5%) lr 8.37374e-06
epoch 091 step 04450/4559 ( 97.6%) lr 8.35671e-06
epoch 091 step 04500/4559 ( 98.7%) lr 8.33828e-06
epoch 091 step 04550/4559 ( 99.8%) lr 8.3213e-06
epoch 091 step 04559/4559 (100.0%) lr 8.31705e-06
epoch 091 loss 0.0032 time 1142.2s
epoch 092 step 00050/4559 (  1.1%) lr 8.30009e-06
epoch 092 step 00100/4559 (  2.2%) lr 8.28173e-06
epoch 092 step 00150/4559 (  3.3%) lr 8.2648e-06
epoch 092 step 00200/4559 (  4.4%) lr 8.24649e-06
epoch 092 step 00250/4559 (  5.5%) lr 8.2296e-06
epoch 092 step 00300/4559 (  6.6%) lr 8.21133e-06
epoch 092 step 00350/4559 (  7.7%) lr 8.19449e-06
epoch 092 step 00400/4559 (  8.8%) lr 8.17626e-06
epoch 092 step 00450/4559 (  9.9%) lr 8.15945e-06
epoch 092 step 00500/4559 ( 11.0%) lr 8.14127e-06
epoch 092 step 00550/4559 ( 12.1%) lr 8.12451e-06
epoch 092 step 00600/4559 ( 13.2%) lr 8.10636e-06
epoch 092 step 00650/4559 ( 14.3%) lr 8.08964e-06
epoch 092 step 00700/4559 ( 15.4%) lr 8.07154e-06
epoch 092 step 00750/4559 ( 16.5%) lr 8.05486e-06
epoch 092 step 00800/4559 ( 17.5%) lr 8.0368e-06
epoch 092 step 00850/4559 ( 18.6%) lr 8.02016e-06
epoch 092 step 00900/4559 ( 19.7%) lr 8.00215e-06
epoch 092 step 00950/4559 ( 20.8%) lr 7.98554e-06
epoch 092 step 01000/4559 ( 21.9%) lr 7.96758e-06
epoch 092 step 01050/4559 ( 23.0%) lr 7.95101e-06
epoch 092 step 01100/4559 ( 24.1%) lr 7.93309e-06
epoch 092 step 01150/4559 ( 25.2%) lr 7.91656e-06
epoch 092 step 01200/4559 ( 26.3%) lr 7.89868e-06
epoch 092 step 01250/4559 ( 27.4%) lr 7.8822e-06
epoch 092 step 01300/4559 ( 28.5%) lr 7.86436e-06
epoch 092 step 01350/4559 ( 29.6%) lr 7.84792e-06
epoch 092 step 01400/4559 ( 30.7%) lr 7.83012e-06
epoch 092 step 01450/4559 ( 31.8%) lr 7.81372e-06
epoch 092 step 01500/4559 ( 32.9%) lr 7.79597e-06
epoch 092 step 01550/4559 ( 34.0%) lr 7.77961e-06
epoch 092 step 01600/4559 ( 35.1%) lr 7.7619e-06
epoch 092 step 01650/4559 ( 36.2%) lr 7.74558e-06
epoch 092 step 01700/4559 ( 37.3%) lr 7.72791e-06
epoch 092 step 01750/4559 ( 38.4%) lr 7.71163e-06
epoch 092 step 01800/4559 ( 39.5%) lr 7.69401e-06
epoch 092 step 01850/4559 ( 40.6%) lr 7.67777e-06
epoch 092 step 01900/4559 ( 41.7%) lr 7.66019e-06
epoch 092 step 01950/4559 ( 42.8%) lr 7.64399e-06
epoch 092 step 02000/4559 ( 43.9%) lr 7.62645e-06
epoch 092 step 02050/4559 ( 45.0%) lr 7.61029e-06
epoch 092 step 02100/4559 ( 46.1%) lr 7.5928e-06
epoch 092 step 02150/4559 ( 47.2%) lr 7.57668e-06
epoch 092 step 02200/4559 ( 48.3%) lr 7.55923e-06
epoch 092 step 02250/4559 ( 49.4%) lr 7.54315e-06
epoch 092 step 02300/4559 ( 50.4%) lr 7.52575e-06
epoch 092 step 02350/4559 ( 51.5%) lr 7.50971e-06
epoch 092 step 02400/4559 ( 52.6%) lr 7.49235e-06
epoch 092 step 02450/4559 ( 53.7%) lr 7.47635e-06
epoch 092 step 02500/4559 ( 54.8%) lr 7.45903e-06
epoch 092 step 02550/4559 ( 55.9%) lr 7.44307e-06
epoch 092 step 02600/4559 ( 57.0%) lr 7.4258e-06
epoch 092 step 02650/4559 ( 58.1%) lr 7.40988e-06
epoch 092 step 02700/4559 ( 59.2%) lr 7.39265e-06
epoch 092 step 02750/4559 ( 60.3%) lr 7.37677e-06
epoch 092 step 02800/4559 ( 61.4%) lr 7.35958e-06
epoch 092 step 02850/4559 ( 62.5%) lr 7.34374e-06
epoch 092 step 02900/4559 ( 63.6%) lr 7.3266e-06
epoch 092 step 02950/4559 ( 64.7%) lr 7.3108e-06
epoch 092 step 03000/4559 ( 65.8%) lr 7.2937e-06
epoch 092 step 03050/4559 ( 66.9%) lr 7.27794e-06
epoch 092 step 03100/4559 ( 68.0%) lr 7.26089e-06
epoch 092 step 03150/4559 ( 69.1%) lr 7.24517e-06
epoch 092 step 03200/4559 ( 70.2%) lr 7.22816e-06
epoch 092 step 03250/4559 ( 71.3%) lr 7.21248e-06
epoch 092 step 03300/4559 ( 72.4%) lr 7.19551e-06
epoch 092 step 03350/4559 ( 73.5%) lr 7.17987e-06
epoch 092 step 03400/4559 ( 74.6%) lr 7.16295e-06
epoch 092 step 03450/4559 ( 75.7%) lr 7.14735e-06
epoch 092 step 03500/4559 ( 76.8%) lr 7.13047e-06
epoch 092 step 03550/4559 ( 77.9%) lr 7.11491e-06
epoch 092 step 03600/4559 ( 79.0%) lr 7.09808e-06
epoch 092 step 03650/4559 ( 80.1%) lr 7.08256e-06
epoch 092 step 03700/4559 ( 81.2%) lr 7.06577e-06
epoch 092 step 03750/4559 ( 82.3%) lr 7.05029e-06
epoch 092 step 03800/4559 ( 83.4%) lr 7.03354e-06
epoch 092 step 03850/4559 ( 84.4%) lr 7.01811e-06
epoch 092 step 03900/4559 ( 85.5%) lr 7.0014e-06
epoch 092 step 03950/4559 ( 86.6%) lr 6.986e-06
epoch 092 step 04000/4559 ( 87.7%) lr 6.96934e-06
epoch 092 step 04050/4559 ( 88.8%) lr 6.95399e-06
epoch 092 step 04100/4559 ( 89.9%) lr 6.93737e-06
epoch 092 step 04150/4559 ( 91.0%) lr 6.92205e-06
epoch 092 step 04200/4559 ( 92.1%) lr 6.90548e-06
epoch 092 step 04250/4559 ( 93.2%) lr 6.8902e-06
epoch 092 step 04300/4559 ( 94.3%) lr 6.87368e-06
epoch 092 step 04350/4559 ( 95.4%) lr 6.85844e-06
epoch 092 step 04400/4559 ( 96.5%) lr 6.84196e-06
epoch 092 step 04450/4559 ( 97.6%) lr 6.82676e-06
epoch 092 step 04500/4559 ( 98.7%) lr 6.81032e-06
epoch 092 step 04550/4559 ( 99.8%) lr 6.79516e-06
epoch 092 step 04559/4559 (100.0%) lr 6.79138e-06
epoch 092 loss 0.0032 time 1109.3s
epoch 093 step 00050/4559 (  1.1%) lr 6.77624e-06
epoch 093 step 00100/4559 (  2.2%) lr 6.75987e-06
epoch 093 step 00150/4559 (  3.3%) lr 6.74478e-06
epoch 093 step 00200/4559 (  4.4%) lr 6.72846e-06
epoch 093 step 00250/4559 (  5.5%) lr 6.71341e-06
epoch 093 step 00300/4559 (  6.6%) lr 6.69712e-06
epoch 093 step 00350/4559 (  7.7%) lr 6.68211e-06
epoch 093 step 00400/4559 (  8.8%) lr 6.66587e-06
epoch 093 step 00450/4559 (  9.9%) lr 6.6509e-06
epoch 093 step 00500/4559 ( 11.0%) lr 6.63471e-06
epoch 093 step 00550/4559 ( 12.1%) lr 6.61978e-06
epoch 093 step 00600/4559 ( 13.2%) lr 6.60363e-06
epoch 093 step 00650/4559 ( 14.3%) lr 6.58874e-06
epoch 093 step 00700/4559 ( 15.4%) lr 6.57263e-06
epoch 093 step 00750/4559 ( 16.5%) lr 6.55778e-06
epoch 093 step 00800/4559 ( 17.5%) lr 6.54172e-06
epoch 093 step 00850/4559 ( 18.6%) lr 6.52691e-06
epoch 093 step 00900/4559 ( 19.7%) lr 6.51089e-06
epoch 093 step 00950/4559 ( 20.8%) lr 6.49612e-06
epoch 093 step 01000/4559 ( 21.9%) lr 6.48015e-06
epoch 093 step 01050/4559 ( 23.0%) lr 6.46542e-06
epoch 093 step 01100/4559 ( 24.1%) lr 6.44949e-06
epoch 093 step 01150/4559 ( 25.2%) lr 6.4348e-06
epoch 093 step 01200/4559 ( 26.3%) lr 6.41891e-06
epoch 093 step 01250/4559 ( 27.4%) lr 6.40427e-06
epoch 093 step 01300/4559 ( 28.5%) lr 6.38842e-06
epoch 093 step 01350/4559 ( 29.6%) lr 6.37382e-06
epoch 093 step 01400/4559 ( 30.7%) lr 6.35802e-06
epoch 093 step 01450/4559 ( 31.8%) lr 6.34345e-06
epoch 093 step 01500/4559 ( 32.9%) lr 6.32769e-06
epoch 093 step 01550/4559 ( 34.0%) lr 6.31317e-06
epoch 093 step 01600/4559 ( 35.1%) lr 6.29746e-06
epoch 093 step 01650/4559 ( 36.2%) lr 6.28297e-06
epoch 093 step 01700/4559 ( 37.3%) lr 6.26731e-06
epoch 093 step 01750/4559 ( 38.4%) lr 6.25286e-06
epoch 093 step 01800/4559 ( 39.5%) lr 6.23724e-06
epoch 093 step 01850/4559 ( 40.6%) lr 6.22284e-06
epoch 093 step 01900/4559 ( 41.7%) lr 6.20725e-06
epoch 093 step 01950/4559 ( 42.8%) lr 6.19289e-06
epoch 093 step 02000/4559 ( 43.9%) lr 6.17736e-06
epoch 093 step 02050/4559 ( 45.0%) lr 6.16303e-06
epoch 093 step 02100/4559 ( 46.1%) lr 6.14754e-06
epoch 093 step 02150/4559 ( 47.2%) lr 6.13326e-06
epoch 093 step 02200/4559 ( 48.3%) lr 6.11781e-06
epoch 093 step 02250/4559 ( 49.4%) lr 6.10357e-06
epoch 093 step 02300/4559 ( 50.4%) lr 6.08817e-06
epoch 093 step 02350/4559 ( 51.5%) lr 6.07397e-06
epoch 093 step 02400/4559 ( 52.6%) lr 6.05861e-06
epoch 093 step 02450/4559 ( 53.7%) lr 6.04445e-06
epoch 093 step 02500/4559 ( 54.8%) lr 6.02913e-06
epoch 093 step 02550/4559 ( 55.9%) lr 6.01501e-06
epoch 093 step 02600/4559 ( 57.0%) lr 5.99974e-06
epoch 093 step 02650/4559 ( 58.1%) lr 5.98566e-06
epoch 093 step 02700/4559 ( 59.2%) lr 5.97043e-06
epoch 093 step 02750/4559 ( 60.3%) lr 5.9564e-06
epoch 093 step 02800/4559 ( 61.4%) lr 5.94121e-06
epoch 093 step 02850/4559 ( 62.5%) lr 5.92721e-06
epoch 093 step 02900/4559 ( 63.6%) lr 5.91207e-06
epoch 093 step 02950/4559 ( 64.7%) lr 5.89812e-06
epoch 093 step 03000/4559 ( 65.8%) lr 5.88302e-06
epoch 093 step 03050/4559 ( 66.9%) lr 5.86911e-06
epoch 093 step 03100/4559 ( 68.0%) lr 5.85405e-06
epoch 093 step 03150/4559 ( 69.1%) lr 5.84018e-06
epoch 093 step 03200/4559 ( 70.2%) lr 5.82517e-06
epoch 093 step 03250/4559 ( 71.3%) lr 5.81134e-06
epoch 093 step 03300/4559 ( 72.4%) lr 5.79637e-06
epoch 093 step 03350/4559 ( 73.5%) lr 5.78258e-06
epoch 093 step 03400/4559 ( 74.6%) lr 5.76766e-06
epoch 093 step 03450/4559 ( 75.7%) lr 5.75391e-06
epoch 093 step 03500/4559 ( 76.8%) lr 5.73903e-06
epoch 093 step 03550/4559 ( 77.9%) lr 5.72532e-06
